Name,Ticker,Exchange,Sector,MarketCap
Genuine Parts Company,GPC,,Consumer Discretionary,17657077760.0
News Corp (Class B),NWS,,Communication Services,17520887808.0
DuPont,DD,,Industrials,17421893632.0
Gen Digital,GEN,,Information Technology,17365008384.0
Nordson Corporation,NDSN,,Industrials,17354252288.0
Alliant Energy,LNT,,Utilities,17010373632.0
Jacobs Solutions,J,,Industrials,16783335424.0
Tractor Supply,TSCO,,Consumer Discretionary,16782701568.0
Franklin Resources,BEN,,Financials,16771617792.0
Charter Communications,CHTR,,Communication Services,16656665600.0
Fortive,FTV,,Industrials,16610937856.0
IDEX Corporation,IEX,,Industrials,16492615680.0
"NVR, Inc.",NVR,,Consumer Discretionary,16471900160.0
Zebra Technologies,ZBRA,,Information Technology,16399294464.0
Leidos,LDOS,,Industrials,16024099840.0
Revvity,RVTY,,Health Care,16007068672.0
Ball Corporation,BALL,,Materials,15921907712.0
Invitation Homes,INVH,,Real Estate,15893670912.0
APA Corporation,APA,,Energy,15720271872.0
"Rollins, Inc.",ROL,,Industrials,15603546112.0
Weyerhaeuser,WY,,Real Estate,15294017536.0
Host Hotels & Resorts,HST,,Real Estate,15172826112.0
Solventum,SOLV,,Health Care,15122675712.0
Kimco Realty,KIM,,Real Estate,15112885248.0
Akamai Technologies,AKAM,,Information Technology,15021259776.0
PTC Inc.,PTC,,Information Technology,14744915968.0
Healthpeak Properties,DOC,,Real Estate,14412898304.0
Everest Group,EG,,Financials,14372774912.0
Mid-America Apartment Communities,MAA,,Real Estate,14148364288.0
Assurant,AIZ,,Financials,13920647168.0
Tyler Technologies,TYL,,Information Technology,13821391872.0
Textron,TXT,,Industrials,13705637888.0
Regency Centers,REG,,Real Estate,13638639616.0
Stanley Black & Decker,SWK,,Industrials,13528071168.0
Invesco,IVZ,,Financials,13478988800.0
Trimble Inc.,TRMB,,Information Technology,13421832192.0
Masco,MAS,,Industrials,13420575744.0
Charles River Laboratories,CRL,,Health Care,13393518592.0
Skyworks Solutions,SWKS,,Information Technology,13355964416.0
Globe Life,GL,,Financials,13327230976.0
J.M. Smucker Company (The),SJM,,Consumer Staples,13133910016.0
McCormick & Company,MKC,,Consumer Staples,13098447872.0
Albemarle Corporation,ALB,,Materials,13087941632.0
Allegion,ALLE,,Industrials,12949401600.0
Avery Dennison,AVY,,Materials,12710429696.0
Erie Indemnity,ERIE,,Financials,12499893248.0
"UDR, Inc.",UDR,,Real Estate,12453647360.0
Lennox International,LII,,Industrials,12415232000.0
Hasbro,HAS,,Consumer Discretionary,12351263744.0
GoDaddy,GDDY,,Information Technology,12343085056.0
Generac,GNRC,,Industrials,12252223488.0
Brown–Forman,BF.B,,Consumer Staples,12169079808.0
Baxter International,BAX,,Health Care,11787508736.0
CoStar Group,CSGP,,Real Estate,11787198464.0
Gartner,IT,,Information Technology,11731816448.0
DaVita,DVA,,Health Care,11730268160.0
Camden Property Trust,CPT,,Real Estate,11471413248.0
Hormel Foods,HRL,,Consumer Staples,11463806976.0
Paramount Skydance Corporation,PSKY,,Communication Services,11455066112.0
"BXP, Inc.",BXP,,Real Estate,11426026496.0
Pinnacle West Capital,PNW,,Utilities,11417991168.0
Bio-Techne,TECH,,Health Care,11348936704.0
Jack Henry & Associates,JKHY,,Financials,10856937472.0
Lululemon Athletica,LULU,,Consumer Discretionary,10856224768.0
Huntington Ingalls Industries,HII,,Industrials,10751938560.0
Deckers Brands,DECK,,Consumer Discretionary,10680742912.0
AES Corporation,AES,,Utilities,10580295680.0
Cooper Companies (The),COO,,Health Care,10513686528.0
Align Technology,ALGN,,Health Care,10486193152.0
Universal Health Services,UHS,,Health Care,10413493248.0
FactSet,FDS,,Financials,10094567424.0
Clorox,CLX,,Consumer Staples,10049367040.0
Insulet Corporation,PODD,,Health Care,9751200768.0
Domino's,DPZ,,Consumer Discretionary,9732646912.0
Federal Realty Investment Trust,FRT,,Real Estate,9695567872.0
MGM Resorts,MGM,,Consumer Discretionary,9673735168.0
Henry Schein,HSIC,,Health Care,9455124480.0
Alexandria Real Estate Equities,ARE,,Real Estate,9172678656.0
Aptiv,APTV,,Consumer Discretionary,9050736640.0
Pentair,PNR,,Industrials,8924831744.0
Wynn Resorts,WYNN,,Consumer Discretionary,8410907136.0
Mosaic Company (The),MOS,,Materials,7782085120.0
A. O. Smith,AOS,,Industrials,7739993600.0
Molson Coors Beverage Company,TAP,,Consumer Staples,6997616128.0
Trade Desk (The),TTD,,Communication Services,6540732416.0
Norwegian Cruise Line Holdings,NCLH,,Consumer Discretionary,6483732480.0
Builders FirstSource,BLDR,,Industrials,6253506048.0
Fox Corporation (Class A),FOXA,,Communication Services,
News Corp (Class A),NWSA,,Communication Services,
